MAG	Depth_m	Zone	Estimated_Genome_Size	Cluster_Representative	Total_CDS	Total_KOs	Unique_KOs	TKO_Density	UKO_Density	CDS_Density	Quality	Completeness	Contamination	Strain.heterogeneity	Domain	Phylum	Class	Order	Family	Genus	Species	Contigs	Bases	Max	N50	N90	Sample	Count_of_Unique_Defense_Systems	Count_of_Unique_Genes_in_Systems	List_of_Defense_SubSystems_in_Genome	List_of_Unique_Genes_in_Systems	DS_Prevalence_per_Mbp	DS_Gene_Prevalence_per_PEG_Perc	Virus_List	Virus_Regions	Prophage_Count	Prophage_Base_Pairs	Prophage_Perc
Bin_S10.85	3300	Bathypelagic	3609145.94136946	FALSE	3569	2298	1751	67.3844567692642	51.3447275034733	104.654101918844	88.16	94.49	2.11	12.5	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp000682775	336	3410282	82588	13448	4811	MP0532	7	9	Defense_System|PD-T7-4|PD-T7-4,Defense_System|Gabija|Gabija,Defense_System|PD-Lambda-5|PD-Lambda-5,Defense_System|SoFIC|SoFic,Defense_System|pAgo|pAgo,Defense_System|AbiE|AbiE	Bin_S10.85_00185,Bin_S10.85_00186,Bin_S10.85_02881,Bin_S10.85_02527,Bin_S10.85_01117,Bin_S10.85_03068,Bin_S10.85_03067,Bin_S10.85_02993,Bin_S10.85_02882	2.05261617660944	0.252171476604091	{'MP0532_3145', 'MP0532_4160', 'MP0532_3985'}	['S10CMP0532_Scaffold_4160|0|9052', 'S10CMP0532_Scaffold_3985|0|9316', 'S10CMP0532_Scaffold_3145|0|10733']	3	29101	0.853331190793019
Bin_S10.86	3300	Bathypelagic	987423.175965665	FALSE	603	428	393	74.4122648103009	68.327149697309	104.83784037526	58.25	58.25	0	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	UBA57	UBA57 sp002494565	31	575174	80970	31637	7396	MP0532	0	0	NA	NA	0	0	{'MP0532_19104', 'MP0532_26747'}	['S10CMP0532_Scaffold_26747|0|2608', 'S10CMP0532_Scaffold_19104|0|3304']	2	5912	1.02786287280023
Bin_S10.88	3300	Bathypelagic	1249109.29056998	TRUE	852	485	435	67.6793922530121	60.7021353197119	118.892458143436	45.73	57.37	3.88	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus		142	716614	25573	5542	2838	MP0532	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.10	2400	Bathypelagic	1131262.40571655	TRUE	598	418	377	73.3423402874037	66.1484743740459	104.925166248487	45.91	50.38	1.49	0	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	OSU-TB39	OSU-TB39		139	569930	12409	4203	2681	MP0534	0	0	NA	NA	0	0	{'MP0534_21657'}	['S11CMP0534_Scaffold_21657|0|3127']	1	3127	0.548663871001702
Bin_S11.13	2400	Bathypelagic	3179670.88607595	TRUE	2744	2234	1497	77.3349958857367	51.8220630442918	94.9898069429102	89.02	90.85	0.61	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Arenicellales	UBA868	REDSEA-S09-B13	REDSEA-S09-B13 sp003447825	172	2888731	108427	33546	6007	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.14	2400	Bathypelagic	2430714.84558708	TRUE	1544	1043	741	67.2663236922569	47.7894015876916	99.5773765875788	60.31	63.79	1.16	0	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA826	UBA11996		324	1550553	19257	5315	2795	MP0534	0	0	NA	NA	0	0	{'MP0534_15983', 'MP0534_10125', 'MP0534_27048'}	['S11CMP0534_Scaffold_15983|0|3873', 'S11CMP0534_Scaffold_10125|0|5324', 'S11CMP0534_Scaffold_27048|0|2667']	3	11864	0.765146370359478
Bin_S11.16	2400	Bathypelagic	4536899.54265889	FALSE	2760	1989	1588	69.1381678837394	55.1993014577065	95.9383325083564	59.06	63.41	1.45	33.33	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Salinicola	Salinicola salarius_A	491	2876848	72081	6636	3139	MP0534	4	13	Defense_System|RM|RM_Type_IV,Defense_System|Cas|CAS_Class1-Subtype-I-C,Defense_System|Cas|CAS_Cluster,Defense_System|Cas|CAS_Class1-Subtype-I-F,Defense_System|Kiwa|Kiwa	Bin_S11.16_01435,Bin_S11.16_01433,Bin_S11.16_01099,Bin_S11.16_01434,Bin_S11.16_02507,Bin_S11.16_02774,Bin_S11.16_01251,Bin_S11.16_02506,Bin_S11.16_02775,Bin_S11.16_02504,Bin_S11.16_02505,Bin_S11.16_01250,Bin_S11.16_01249	1.39041061606314	0.471014492753623	{'MP0534_5448', 'MP0534_8155', 'MP0534_9941', 'MP0534_2127', 'MP0534_89', 'MP0534_6717'}	['S11CMP0534_Scaffold_6717|0|7017', 'S11CMP0534_Scaffold_5448|0|8038', 'S11CMP0534_Scaffold_9941|0|5397', 'S11CMP0534_Scaffold_89|0|72081', 'S11CMP0534_Scaffold_2127|0|14171', 'S11CMP0534_Scaffold_8155|0|6181']	6	112885	3.92391255985718
Bin_S11.17	2400	Bathypelagic	3326754.1651684	TRUE	2728	1815	1078	65.3933636004325	38.8396947444993	98.2882071085289	83.43	83.43	0	0	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	UBA1123		288	2775511	47026	13943	4361	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.19	2400	Bathypelagic	2052234.53078019	FALSE	1246	1013	882	78.1149392315125	68.0132047405666	96.0821463795306	62.44	63.19	0.25	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	SAR86	SAR86	AEGEAN-183	AEGEAN-183 sp012965075	132	1296807	42612	14362	4095	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.2	2400	Bathypelagic	4768250.7025291	FALSE	4127	3150	2330	66.3006450105607	49.0414294840021	86.864368875741	94.72	99.64	1.64	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas_B	Alteromonas_B confluentis	22	4751085	583047	279410	105358	MP0534	12	20	Defense_System|dGTPase|dGTPase,Defense_System|RM|RM_Type_I,Defense_System|Shedu|Shedu,Defense_System|AVAST|AVAST_I,Defense_System|Hachiman|Hachiman,Defense_System|AbiJ|AbiJ,Defense_System|Gao_Ape|Gao_Ape,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|DRT|DRT8,Defense_System|SanaTA|SanaTA,Defense_System|AbiE|AbiE	Bin_S11.2_00758,Bin_S11.2_01783,Bin_S11.2_00759,Bin_S11.2_02606,Bin_S11.2_04126,Bin_S11.2_02861,Bin_S11.2_00975,Bin_S11.2_04127,Bin_S11.2_02773,Bin_S11.2_02859,Bin_S11.2_03121,Bin_S11.2_00974,Bin_S11.2_00239,Bin_S11.2_03122,Bin_S11.2_02772,Bin_S11.2_00756,Bin_S11.2_00240,Bin_S11.2_00760,Bin_S11.2_01779,Bin_S11.2_02858	2.52573885754517	0.484613520717228	set()	[]	0	0	0
Bin_S11.21	2400	Bathypelagic	1947602.01305767	TRUE	1297	663	595	46.3028598126794	41.5538485498405	90.5804059985599	73.52	73.52	0	0	Archaea	Thermoplasmatota	Poseidoniia_A	Poseidoniales	Thalassarchaeaceae			247	1431877	31970	6728	3166	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.22	2400	Bathypelagic	3602748.24081314	TRUE	2685	1888	1122	68.2882966952877	40.5823458115004	97.1155066879489	73.77	76.74	0.99	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	UBA9611 sp002746355	221	2764749	51733	17692	6204	MP0534	2	1	Defense_System|SoFIC|SoFic	Bin_S11.22_00089	0.723392973467031	0.037243947858473	set()	[]	0	0	0
Bin_S11.25	2400	Bathypelagic	2572505.80945004	TRUE	1385	988	861	74.3728367516233	64.8127656307163	104.257468523278	47.17	51.64	1.49	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Casp-alpha2	Casp-alpha2	Casp-alpha2 sp002938075	271	1328442	17754	5250	2936	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.26	2400	Bathypelagic	2316758.14751286	FALSE	1911	1438	1128	76.0469142827528	59.6529341522567	101.060954933477	68.81	81.62	4.27	33.33	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1			248	1890938	42264	9220	3657	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.31	2400	Bathypelagic	3045394.40781996	FALSE	2323	1726	1416	64.4188975037864	52.8488753565246	86.7005208002872	87.98	87.98	0	0	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305	261	2679338	53974	15837	4403	MP0534	2	1	Defense_System|dGTPase|dGTPase	Bin_S11.31_01071	0.746453041758823	0.0430477830391735	{'MP0534_13126'}	['S11CMP0534_Scaffold_13126|0|4440']	1	4440	0.165712575270459
Bin_S11.35	2400	Bathypelagic	3730020.33140185	FALSE	3674	2480	1855	67.5892784871775	50.5556901587558	100.130245629794	96.57	98.37	0.6	33.33	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp000682775	129	3669221	205558	49292	13930	MP0534	8	12	Defense_System|PD-T7-4|PD-T7-4,Defense_System|Gabija|Gabija,Defense_System|PD-Lambda-5|PD-Lambda-5,Defense_System|AbiJ|AbiJ,Defense_System|SoFIC|SoFic,Defense_System|pAgo|pAgo,Defense_System|AbiE|AbiE	Bin_S11.35_01684,Bin_S11.35_02924,Bin_S11.35_03707,Bin_S11.35_00142,Bin_S11.35_00167,Bin_S11.35_01683,Bin_S11.35_03230,Bin_S11.35_00166,Bin_S11.35_03708,Bin_S11.35_01203,Bin_S11.35_00150,Bin_S11.35_00149	2.18029930603798	0.326619488296135	{'MP0534_210_fragment_1', 'MP0534_78_fragment_1'}	['S11CMP0534_Scaffold_78|56856|77689', 'S11CMP0534_Scaffold_210|1|15392']	2	36224	0.987239525774
Bin_S11.37	2400	Bathypelagic	3361208.80587058	TRUE	2387	1815	1447	72.0459379190275	57.4382766770429	94.751324414721	70.87	74.95	1.36	50	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp002354605	434	2519226	47468	6226	3217	MP0534	4	8	Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|Cas|CAS_Class1-Subtype-I-E,Defense_System|AbiE|AbiE	Bin_S11.37_01451,Bin_S11.37_01452,Bin_S11.37_01850,Bin_S11.37_01997,Bin_S11.37_01852,Bin_S11.37_02000,Bin_S11.37_01851,Bin_S11.37_01849	1.58778926543311	0.335148722245496	set()	[]	0	0	0
Bin_S11.39	2400	Bathypelagic	2515555.8465366	FALSE	1751	1225	952	63.7645552357206	49.5541686403315	91.1442744634668	69.2	76.37	2.39	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	158	1921130	108805	23808	4553	MP0534	2	2	Defense_System|PsyrTA|PsyrTA	Bin_S11.39_00182,Bin_S11.39_00178	1.04105396303217	0.114220445459737	set()	[]	0	0	0
Bin_S11.43	2400	Bathypelagic	1977543.06947416	TRUE	1590	1063	896	60.5264836105898	51.0176192992366	90.5334985332434	81.76	88.81	2.35	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA1611	GCA-2722105		252	1756256	31917	8257	3616	MP0534	2	2	Defense_System|PsyrTA|PsyrTA	Bin_S11.43_00185,Bin_S11.43_00190	1.13878614507224	0.125786163522013	set()	[]	0	0	0
Bin_S11.44	2400	Bathypelagic	1047067.3671199	FALSE	819	463	431	68.3231463472941	63.6010282412176	120.856710277395	64.51	64.72	0.07	100	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus		113	677662	23744	7410	3119	MP0534	0	0	NA	NA	0	0	{'MP0534_17087', 'MP0534_11555', 'MP0534_13733'}	['S11CMP0534_Scaffold_17087|0|3698', 'S11CMP0534_Scaffold_13733|0|4302', 'S11CMP0534_Scaffold_11555|0|4850']	3	12850	1.89622555197134
Bin_S11.51	2400	Bathypelagic	4160452.77885737	FALSE	2117	1369	1121	63.9430089833155	52.3594690067908	98.8804602028334	49.69	51.46	0.59	100	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp900107995	414	2140969	19894	5576	2984	MP0534	4	6	Defense_System|Dsr|Dsr_I,Defense_System|Septu|Septu,Defense_System|Druantia|Druantia_III	Bin_S11.51_02079,Bin_S11.51_02077,Bin_S11.51_02057,Bin_S11.51_02049,Bin_S11.51_02058,Bin_S11.51_02078	1.86831289943946	0.283419933868682	{'MP0534_25138'}	['S11CMP0534_Scaffold_25138|0|2813']	1	2813	0.13138910465308
Bin_S11.53	2400	Bathypelagic	4356913.85529387	FALSE	4055	2881	1983	70.1514819104871	48.2854524916681	98.7380281662705	85.56	94.26	2.9	89.47	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter pontiacus	227	4106827	161676	36225	6827	MP0534	6	13	Defense_System|PD-T7-2|PD-T7-2,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|Gao_Iet|Gao_Iet,Defense_System|AbiE|AbiE,Defense_System|CBASS|CBASS_III	Bin_S11.53_03673,Bin_S11.53_03674,Bin_S11.53_03397,Bin_S11.53_00273,Bin_S11.53_00274,Bin_S11.53_00334,Bin_S11.53_03398,Bin_S11.53_03672,Bin_S11.53_00335,Bin_S11.53_03676,Bin_S11.53_03675,Bin_S11.53_01574,Bin_S11.53_01575	1.46098192107922	0.32059186189889	{'MP0534_93_fragment_1'}	['S11CMP0534_Scaffold_93|57014|70076']	1	13062	0.318055764218946
Bin_S11.54	2400	Bathypelagic	3166984.6738743	FALSE	2543	1985	1638	74.4658621852598	61.4484041609348	95.3988350312925	80.21	84.17	1.32	50	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas aquamarina	349	2665651	53672	9940	3397	MP0534	3	14	Defense_System|Wadjet|Wadjet_I,Defense_System|Cas|CAS_Class1-Subtype-I-F	Bin_S11.54_01559,Bin_S11.54_01557,Bin_S11.54_01560,Bin_S11.54_01322,Bin_S11.54_01325,Bin_S11.54_01700,Bin_S11.54_01324,Bin_S11.54_01319,Bin_S11.54_01699,Bin_S11.54_01702,Bin_S11.54_01323,Bin_S11.54_01558,Bin_S11.54_01701,Bin_S11.54_01318	1.12542864763617	0.5505308690523	{'MP0534_2970'}	['S11CMP0534_Scaffold_2970|0|11701']	1	11701	0.43895468686636
Bin_S1.16	3	Epipelagic	2030686.75307187	FALSE	1041	691	608	57.2763796686259	50.3965829790514	86.2875705282772	46.84	59.41	4.19	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA10066	MED-G20	MED-G20 sp002691605	284	1206431	14996	4200	2795	MP0311	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.60	2400	Bathypelagic	1953840.02499609	FALSE	1249	1012	894	80.9177285785905	71.482657459743	99.8678290461063	57.35	64.01	2.22	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	SAR86	SAR86	AEGEAN-183		160	1250653	43111	9051	3627	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.61	2400	Bathypelagic	3492877.84679089	FALSE	1812	1413	1022	76.1410651989529	55.071598466617	97.6416207646869	47.52	53.13	1.87	25	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Arenicellales	UBA868			321	1855766	39598	6839	2996	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.63	2400	Bathypelagic	3356901.03824418	FALSE	2491	1825	1504	71.449097314062	58.8818862248489	97.5231240599061	70.09	76.09	2	88.89	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter vinifirmus	464	2554266	24100	5946	3111	MP0534	3	3	Defense_System|AbiE|AbiE,Defense_System|RM|RM_Type_IV	Bin_S11.63_01856,Bin_S11.63_01855,Bin_S11.63_00138	1.17450570927225	0.120433560818948	set()	[]	0	0	0
Bin_S11.67	2400	Bathypelagic	1302269.93865031	FALSE	888	697	649	84.1936913920708	78.3955605644963	107.265420310128	58.08	63.57	1.83	0	Bacteria	Desulfobacterota_D	UBA1144	UBA1144	UBA1144	UBA1144	UBA1144 sp002311855	89	827853	41268	13939	3998	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.75	2400	Bathypelagic	1951354.13281335	FALSE	1629	1135	939	63.0102232005307	52.1291626302188	90.4349370869291	92.31	92.31	0	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp012964665	162	1801295	59884	15775	4657	MP0534	2	2	Defense_System|PsyrTA|PsyrTA	Bin_S11.75_00226,Bin_S11.75_00222	1.11031230309305	0.122774708410068	set()	[]	0	0	0
Bin_S11.80	2400	Bathypelagic	2563729.99435135	TRUE	1307	920	767	67.5677164388582	56.3309114223959	95.990223245204	50.83	53.11	0.76	0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA823	UBA11600		262	1361597	23698	5704	3046	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.84	2400	Bathypelagic	2686780.08298755	FALSE	1904	1284	1006	56.6562488003569	44.3895531878185	84.013627504579	74.45	84.35	3.3	25	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	GCA-002701945	GCA-002701945 sp012964215	225	2266299	87167	26344	3341	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.85	2400	Bathypelagic	2597700.14556041	FALSE	1968	1377	1178	64.2994026739586	55.0070416484555	91.8963140612567	82.44	82.44	0	0	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp012964265	308	2141544	27239	8414	3477	MP0534	2	1	Defense_System|dGTPase|dGTPase	Bin_S11.85_00182	0.933905630703829	0.0508130081300813	set()	[]	0	0	0
Bin_S11.86	2400	Bathypelagic	4093853.28432156	FALSE	2667	1629	1262	63.5949536291676	49.2675454143705	104.117704928785	62.57	62.57	0	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A sp002895025	477	2561524	23366	6069	2965	MP0534	0	0	NA	NA	0	0	{'MP0534_17750', 'MP0534_17741', 'MP0534_25456', 'MP0534_24113'}	['S11CMP0534_Scaffold_17750|0|3604', 'S11CMP0534_Scaffold_25456|0|2787', 'S11CMP0534_Scaffold_24113|0|2899', 'S11CMP0534_Scaffold_17741|0|3605']	4	12895	0.503411250489943
Bin_S11.87	2400	Bathypelagic	3139139.55798361	FALSE	2248	1431	1124	56.6001242750458	44.4574001992672	88.9148003985345	75.89	80.54	1.55	25	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia mobilis	425	2528263	32408	6748	3146	MP0534	2	1	Defense_System|RM|RM_Type_IIG	Bin_S11.87_01474	0.79105694304746	0.0444839857651246	{'MP0534_10407', 'MP0534_23197'}	['S11CMP0534_Scaffold_10407|0|5219', 'S11CMP0534_Scaffold_23197|0|2981']	2	8200	0.324333346649459
Bin_S11.88	2400	Bathypelagic	2116895.74735331	FALSE	1115	899	814	76.202843662958	68.9979029384291	94.5118695041136	52.73	55.73	1	75	Bacteria	Gammaproteobacteria	Gammaproteobacteria	UBA11654	UBA11654	DTSX01	DTSX01 sp012965065	160	1179746	34018	9807	3376	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S11.9	2400	Bathypelagic	3081333	TRUE	2654	1908	1641	61.9212529122948	53.2561719229957	86.1315541033702	99.19	100	0.27	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter pacificensis	63	3081333	246423	78127	27487	MP0534	9	39	Defense_System|Wadjet|Wadjet_I,Defense_System|RM|RM_Type_IV,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_I,Defense_System|Cas|CAS_Class1-Subtype-III-B,Defense_System|Dazbog|Dazbog,Defense_System|AVAST|AVAST_II,Defense_System|RM|RM_Type_II,Defense_System|DRT|DRT_2,Defense_System|CapRel|CapRel,Defense_System|Cas|CAS_Class1-Subtype-I-E,Defense_System|Dsr|Dsr_II	Bin_S11.9_01011,Bin_S11.9_01046,Bin_S11.9_00944,Bin_S11.9_02614,Bin_S11.9_02357,Bin_S11.9_02613,Bin_S11.9_02605,Bin_S11.9_00943,Bin_S11.9_00233,Bin_S11.9_00235,Bin_S11.9_02609,Bin_S11.9_02608,Bin_S11.9_01047,Bin_S11.9_01015,Bin_S11.9_00177,Bin_S11.9_00231,Bin_S11.9_00232,Bin_S11.9_02603,Bin_S11.9_00236,Bin_S11.9_00851,Bin_S11.9_02606,Bin_S11.9_02356,Bin_S11.9_00942,Bin_S11.9_02604,Bin_S11.9_02151,Bin_S11.9_00238,Bin_S11.9_00946,Bin_S11.9_01693,Bin_S11.9_01690,Bin_S11.9_00237,Bin_S11.9_01012,Bin_S11.9_02644,Bin_S11.9_00945,Bin_S11.9_02150,Bin_S11.9_02612,Bin_S11.9_00938,Bin_S11.9_02152,Bin_S11.9_00234,Bin_S11.9_02607	2.92081381661768	1.46948003014318	{'MP0534_18_fragment_1_1', 'MP0534_46_fragment_1_1'}	['S11CMP0534_Scaffold_46|13545|75093', 'S11CMP0534_Scaffold_18|15778|80431']	2	126201	4.09566249412186
Bin_S11.91	2400	Bathypelagic	3198597.25749111	FALSE	3119	2078	1666	65.988804767453	52.9053651311726	99.046718994074	98.12	98.45	0.11	100	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	Alteriqipengyuania bathyomarina	65	3149019	280005	87358	23298	MP0534	7	12	Defense_System|Dsr|Dsr_I,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_I,Defense_System|Druantia|Druantia_I,Defense_System|Septu|Septu,Defense_System|Shedu|Shedu,Defense_System|RloC|RloC	Bin_S11.91_00011,Bin_S11.91_00013,Bin_S11.91_01804,Bin_S11.91_03142,Bin_S11.91_03143,Bin_S11.91_00931,Bin_S11.91_03140,Bin_S11.91_00391,Bin_S11.91_02664,Bin_S11.91_00010,Bin_S11.91_00930,Bin_S11.91_00509	2.22291450130977	0.384738698300737	{'MP0534_36_fragment_3_1', 'MP0534_15770'}	['S11CMP0534_Scaffold_36|70079|110046', 'S11CMP0534_Scaffold_15770|0|3909']	2	43876	1.39332280942097
Bin_S11.95	2400	Bathypelagic	2353396.36276045	TRUE	1691	1097	879	56.1405304435716	44.9840713399266	86.539322680109	74.21	83.03	2.94	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	UBA2126	UBA2126 sp012964125	289	1954025	39583	8859	3147	MP0534	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S12.11	850	Mesopelagic	4922761.49367597	FALSE	4240	2719	1734	55.4439132513807	35.3584941441317	86.4590629591226	98.99	99.62	0.21	50	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda	68	4904055	376172	173419	34954	MP0536	6	22	Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_I,Defense_System|AbiZ|AbiZ,Defense_System|Cas|CAS_Class2-Subtype-II-C,Defense_System|Retron|Retron_III,Defense_System|SspBCDE|SspBCDE,Defense_System|Cas|CAS_Class1-Subtype-I-B	Bin_S12.11_01752,Bin_S12.11_03183,Bin_S12.11_00811,Bin_S12.11_00363,Bin_S12.11_00812,Bin_S12.11_03182,Bin_S12.11_00809,Bin_S12.11_00368,Bin_S12.11_00810,Bin_S12.11_00362,Bin_S12.11_01750,Bin_S12.11_03880,Bin_S12.11_00620,Bin_S12.11_03181,Bin_S12.11_00813,Bin_S12.11_00815,Bin_S12.11_00619,Bin_S12.11_00367,Bin_S12.11_00814,Bin_S12.11_01184,Bin_S12.11_00361,Bin_S12.11_00617	1.22347730602532	0.518867924528302	{'MP0536_11378'}	['S12CMP0536_Scaffold_11378|0|4136']	1	4136	0.0843383689620121
Bin_S12.17	850	Mesopelagic	2037816.10411597	FALSE	1744	1236	1033	64.1764540951432	53.6361465050832	90.5531844190369	94.51	94.51	0	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	184	1925940	49829	16216	4169	MP0536	0	0	NA	NA	0	0	{'MP0536_11576'}	['S12CMP0536_Scaffold_11576|0|4095']	1	4095	0.212623446213278
Bin_S12.26	850	Mesopelagic	3495006.04177456	FALSE	1846	1066	802	52.6508934599787	39.6116478000965	91.175937455085	57.93	57.93	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1096	UBA1096		382	2024657	24276	5908	3137	MP0536	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S12.28	850	Mesopelagic	1733748.21173104	FALSE	988	701	633	64.2705929489383	58.0360703804251	90.5839455542811	62.91	62.91	0	0	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	D37C17	D37C17	D37C17 sp012964845	214	1090701	29921	5515	2801	MP0536	0	0	NA	NA	0	0	{'MP0536_4674'}	['S12CMP0536_Scaffold_4674|0|7002']	1	7002	0.641972456246029
Bin_S12.32	850	Mesopelagic	1527058.82352941	TRUE	836	680	646	75.2705311442892	71.5070045870747	92.5384765244496	56.34	59.16	0.94	20	Bacteria	Gammaproteobacteria	Gammaproteobacteria	UBA4486	UBA4486	UBA11869		182	903408	25075	5518	2954	MP0536	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S12.33	850	Mesopelagic	2497371.63474882	TRUE	1647	1312	1060	72.9048469498323	58.9017818344682	91.5200327182728	68.82	72.06	1.08	60	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	GCA-2712665		277	1799606	34548	8234	3308	MP0536	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S12.34	850	Mesopelagic	2083009.45549397	TRUE	1217	978	859	76.542711302494	67.2292321153807	95.2479342077047	57.38	61.34	1.32	33.33	Bacteria	Gammaproteobacteria	Gammaproteobacteria	SAR86	SAR86	AEGEAN-183	AEGEAN-183 sp012965075	142	1277718	42173	14549	3485	MP0536	0	0	NA	NA	0	0	set()	[]	0	0	0
